股票代码,样本量,均值,标准差,最小值,25%,50% (中位数),75%,最大值,偏度,峰度
sh.601997,2151.0,1.2624500479489115e-05,0.014797920558946884,-0.08711387276176895,-0.007027847976331842,0.0,0.006552034386236704,0.09564807472222125,0.8497484975348344,8.863898644558258
sh.601998,2544.0,0.00015378867114100787,0.01736489325107976,-0.10564256332575156,-0.007785173263246034,0.0,0.007434978487517991,0.09611436159273856,0.22654471282199862,7.618132682738047
sh.603000,2547.0,9.729526704635479e-06,0.03230389504467161,-0.10559872432974823,-0.015543716908704597,0.00046522447919815043,0.013513752024741019,0.09572902797798746,0.07941317599293915,2.112780934312246
sh.603019,2516.0,0.0007554882759876237,0.03370945688938876,-0.10544182969267357,-0.016491573436422532,0.0005437778232436182,0.01651457816305797,0.09541129715109199,0.006272855917354338,1.474478301507061
sh.603087,1213.0,-0.00010629549242552272,0.026759940615753867,-0.10538478131827807,-0.014242914012496827,-0.0006620324637694254,0.01205215983877249,0.095355542593237,0.34749564015754064,2.7227524902373497
sh.603156,1786.0,-0.00019700351936356887,0.022105752426592497,-0.1054287261554483,-0.010912230356466534,0.0004214283224921334,0.010235644683567533,0.09543976383975297,-0.2098494672242792,4.348402049475036
sh.603160,2103.0,0.0004149694100574452,0.029355999569172845,-0.10539067656627514,-0.014924960290074089,-0.0006538084574188434,0.013465294168251343,0.09544022727183367,0.26313623259813945,2.3530350556886366
sh.603185,1573.0,9.545188739077595e-05,0.03540970105843733,-0.10545416615424232,-0.01923821356594294,-0.0018264845260342985,0.018005263188186342,0.0956116570450767,0.18284938246018836,1.1652030976389796
sh.603195,1309.0,0.0005005901930508609,0.022199236139583203,-0.08791103686644312,-0.011332433682485883,-0.0005325168201457798,0.009800414871334163,0.09535006891260919,0.7161227060162002,3.1143964420704595
sh.603233,1920.0,0.00017878508759554019,0.026662191760927285,-0.10549139714482687,-0.015125548687695979,-0.0013441535644868998,0.014660397293950085,0.09540303462587828,0.35900320538103514,1.5231984082729078
sh.603259,1734.0,0.0010009481741047347,0.030163895260843312,-0.10542789883227312,-0.014677812848360268,0.00010653635272996734,0.015949408496907964,0.09537962666014636,0.04277762719038009,1.9337743497509945
sh.603260,1860.0,0.0005046828033479538,0.030636459653518924,-0.10543133467984508,-0.015181943494868202,-0.000211945504993569,0.015138417817386184,0.09542063432478841,0.17016151049868786,2.045972671161041
sh.603288,2547.0,0.0005562902588347766,0.02209191908533688,-0.10546162278090933,-0.010877308018556325,0.0,0.011315175058398994,0.09540209579317593,0.07649165650317334,3.203535671253169
sh.603290,1311.0,0.00141595696705308,0.03615761264154029,-0.10536639488094574,-0.018098038618746502,-0.001845140556437223,0.018647614859527074,0.09555785782416698,0.30786704530781667,1.1410619524973602
sh.603296,456.0,0.0010074640920187147,0.030459833847271023,-0.10539143185946433,-0.01737772930963614,-0.0002505964405929389,0.016867729913987318,0.09537216839844351,0.15472249686594186,1.2971304198475635
sh.603338,2480.0,0.0008286223692286187,0.029906763530757847,-0.10542297466912036,-0.014539836695009314,0.0001841628891700061,0.014871557718439333,0.09544135315008928,0.0015761795656112213,2.41448113400347
sh.603369,2543.0,0.0005042224237542629,0.027346667808963842,-0.10557883243633778,-0.01401973761206892,-0.0003399626073877357,0.014508711138122982,0.09540719653978787,-0.03237795578124018,2.063935814841114
sh.603392,1251.0,0.0021090821444749224,0.03473749484531042,-0.10544022551399211,-0.01633062078156363,-0.0012074171367686681,0.014760072779400332,0.0956081979856396,0.5139929946239448,1.5371137719766308
sh.603486,1720.0,0.0006329366667355474,0.03344863019275055,-0.10542689247906475,-0.01850964756088774,-0.0015950680936955186,0.016961879457773398,0.0955210835275573,0.2674632555855128,1.255496397060138
sh.603501,1804.0,0.001475565914109033,0.03392125931845102,-0.10545267730942844,-0.01678422202985148,-0.0007810773133037995,0.018108666994563483,0.09564807472222125,0.21696222167864804,1.2689195209166448
sh.603517,2011.0,2.5672401102654692e-05,0.02803777985640992,-0.10544842388169741,-0.01669551892610606,-0.0011487652038733708,0.014680606912768523,0.09559159249789438,0.3361254915019788,1.696959629618024
sh.603658,2139.0,0.0004597150593205067,0.02689026626582392,-0.10542028673462009,-0.013084956698578915,-0.0007860090795709217,0.01250562370992702,0.0954727946514187,0.43400988702227233,2.5710960031783308
sh.603659,1799.0,0.0006232364924657575,0.031819383404727064,-0.10560939569893182,-0.018674695308347554,-0.0006536253092315501,0.016127548778502122,0.0955019527457508,0.35975686328500583,1.280097686468991
sh.603699,2536.0,0.00031714110426374673,0.02460403986472683,-0.10559745441026765,-0.010809107603741316,0.0,0.011915056711680451,0.0958817717032825,-0.20941681778270615,4.076442324273998
sh.603799,2490.0,0.001081841760548246,0.03778608236487241,-0.10567006526562225,-0.019194852301867543,-0.0001949141749860544,0.01959954292594886,0.09580682744304092,0.019365688946477992,0.8923461280235263
sh.603806,2526.0,0.00025211975890823256,0.02973943306542795,-0.10544109258869455,-0.016322902428566405,-0.000686577438573571,0.015048834265524318,0.09559334559978903,0.10900078047295905,1.757446634102144
sh.603833,1997.0,0.00010124417259233084,0.02669491220023314,-0.10519656779288011,-0.01591741916885733,-0.00206044028939109,0.015110229229780728,0.09540536803913087,0.3989353233901479,1.023776356405473
sh.603858,2090.0,-0.0003858264403659224,0.020786471050445787,-0.10541396158392331,-0.010049474511237711,0.0,0.009183030792123403,0.09539215037693517,-0.062095551394560876,5.168576545456057
sh.603882,1891.0,0.0006094045017945737,0.031121736462475205,-0.10536051565782628,-0.01643714020363351,-0.0011554016305557627,0.0164462677092622,0.09550317411159183,0.3517983508656119,1.518450487888602
